x,y,z,Cell type,u,v,w
-1776.4734,-616.5299,-1303.0267,TAC-1,2.197988995634242,-3.55167542979053,0.5871533147003836
-613.12366,-441.40018,-843.6197,TAC-1,6.56437199378749,-11.156484570920252,1.2363125112382365
-27.723,-1277.2313,-670.68317,IRS - Huxley's layer,9.800778616523091,-0.4964061551024344,3.2684618944520527
1260.8812,842.8889,437.22284,TAC-2,42.03740568119213,7.9045278752093795,-5.125945864057
-26.803495,-1481.2274,-203.2807,IRS - Huxley's layer,15.443127979783538,1.4198399339141614,3.3469140016283188
-231.45576,-1590.1263,-219.87209,IRS - Huxley's layer,-2.181616361175289,3.5493587162159685,-3.810828687081467
-1165.1947,-848.7609,-806.9592,TAC-1,-2.3398554895957013,-10.724372293011646,0.969103777698224
-703.71967,-322.23215,-777.5066,TAC-1,-0.1838024571732202,-0.6178464152507191,-0.4076367716214866
-1031.9601,1024.6398,-703.95734,IRS - Henle's layer,-0.1243156011687359,-10.470311469989769,1.605882309380698
698.2724,250.86134,191.40103,TAC-2,1.5432298080431592,-7.051740252940044,-2.296648048069972
-504.86423,2597.577,-966.31573,IRS - Henle's layer,-7.353877851713572,3.2201996242437283,-1.3634989871085774
-1305.3735,-393.16684,-1290.3418,TAC-1,-2.952272658129776,-7.231614178402698,4.356468311654272
-812.0484,1105.8208,-744.32043,TAC-1,1.9069956503585792,18.92305220394737,0.3562221986419512
9.992914,-1746.8246,-581.12317,IRS - Huxley's layer,16.89829570620984,-29.51702843565268,-16.323858831600624
-861.58014,-396.88168,-933.2462,TAC-1,6.207605779667108,-10.133923566566075,0.1836708099274988
-1667.9609,-549.74347,-1121.6791,TAC-1,0.6676506027400079,-8.426076853214079,-0.8759330736081661
-661.3497,2415.4338,-823.25775,IRS - Henle's layer,4.001253244229726,17.863819765958155,0.2700117474474629
-779.8888,1451.3243,-584.96533,IRS - Henle's layer,1.8997680266465489,10.035097064389918,-0.0115556554691515
470.52866,-2463.1467,-829.59894,IRS - Huxley's layer,-1.065242685517494,-6.135681907112544,0.0215309698065196
1764.5527,-578.7992,-175.42445,HS - Medulla,2.554139072852712,-2.957122189586083,0.9893818285970716
-1664.2069,-802.4036,-1070.7452,TAC-1,5.417448661595232,-7.412341426374063,0.5347123431071072
-181.70973,-716.09247,-406.36426,TAC-1,3.192699595152086,-6.752730518305274,-5.4003100191088125
409.38898,402.5825,106.39325,TAC-2,2.1748169236857047,-3.9802395958415424,-0.5041780510067534
913.0364,853.8333,376.90042,TAC-2,37.727779790735326,8.794589417196953,-1.9197990277260253
-303.27377,-489.00577,-328.1034,TAC-1,-9.726648204763274,12.910965908659309,-0.6496162802847248
-227.18045,-1327.637,-210.3879,TAC-1,3.545585738088911,-6.57315313953863,-1.336828948851297
540.11273,243.33157,294.51645,TAC-2,0.8040822440648018,-5.7877894877104685,0.1493729708525141
-709.4584,1344.6573,-529.018,IRS - Henle's layer,-0.1994751868075216,-1.5845919486625093,1.638642229151365
-774.96893,1392.7009,-633.7107,IRS - Henle's layer,-1.1059791352943753,-12.548810526557547,3.494167009429729
2696.2764,-180.03775,-218.33798,HS - Medulla,2.967441970627271,-6.1119724341598936,0.0879458972302371
-1042.8053,-632.9061,-776.0362,TAC-1,1.91714837408792,8.369223111798245,-2.006384255397314
-730.62665,2044.3065,-955.19934,IRS - Henle's layer,-2.846492270825461,13.460646627192364,-2.1187770583907137
-1292.1066,-385.66214,-1285.2509,TAC-1,2.8372177294516,-3.5879377343971552,-1.370491583077904
-271.9485,-1668.2532,1693.222,HS - Cortex,3.831255683198363,-7.984568299239301,-2.3892234342206926
-718.98334,-930.3801,-398.8482,TAC-1,8.209119664938482,-12.382183430732942,2.0409181133712813
1072.8431,1805.2648,225.64664,TAC-2,-0.8595743930707772,1.0467162008081423,-1.3524331420954396
-1378.5962,-814.6839,-967.34216,TAC-1,3.0860923833975047,-4.180120125922109,-0.6765380833449255
-1036.3823,-625.59845,-898.26697,TAC-1,0.8651758844991843,-6.632761706894554,3.392707373978444
-79.732796,-1150.503,-285.90036,IRS - Huxley's layer,17.376488319344155,-10.30872795952831,7.833006791882873
-692.123,-1019.39435,-488.37204,TAC-1,3.80331607200646,-3.904201122655471,1.7453585288543985
1323.3685,989.0806,752.5378,TAC-2,2.6095949931689946,-5.181609448166627,-0.5055335812573369
-1252.7188,-160.28136,-676.65326,TAC-1,-1.5129484283018897,10.61320061777284,1.0165719605130166
-670.19775,-761.9962,-141.87918,TAC-1,9.486075556477152,-21.276197700768712,-3.184747830411563
-299.50125,-1391.7986,-154.63417,IRS - Huxley's layer,5.441716251818095,-19.85664256286833,-3.511034157764485
-897.1567,-452.08368,-860.3006,TAC-1,7.322561953453509,3.0582611728265623,4.907397382506465
-1097.545,-176.15627,-1336.2172,TAC-1,-0.1539818501588466,3.877829963442378,-2.9329285682579136
-500.73517,-855.20996,-431.25244,TAC-1,-12.531456007438914,4.76347337422752,-9.871748524494745
-427.2167,-63.41045,322.5727,TAC-1,2.540641760997417,2.2823033900371845,-3.162179373140714
-254.49352,-1588.4735,1897.1421,HS - Cortex,0.614991048686737,-0.5515164557531744,-4.145635141325736
-1000.06995,1683.7454,-632.16846,IRS - Henle's layer,1.743299551733328,8.74342443418582,2.9108418039143094
-847.5057,1510.3806,-478.22714,IRS - Henle's layer,0.7507911403561575,18.496477232344606,-11.403652594304187
-855.13135,-426.77383,-551.8476,TAC-1,-3.031103838865061,-4.651152398827335,2.3833352890218107
-1609.2413,-579.03094,-1161.5289,TAC-1,1.5330606483022493,-4.470192869027076,-0.9398644062214896
440.7444,-2391.1294,-819.51575,IRS - Huxley's layer,-2.2160374269479,1.270814217254326,3.1448699192613936
870.41266,-488.60916,-270.895,HS - Medulla,10.492117095159978,6.296343464676158,-2.2860243553787467
1147.0656,806.22504,550.584,TAC-2,3.932973609818707,-9.04128949229309,3.5942252989791714
-427.567,-886.7713,-304.56024,TAC-1,5.220505131707977,-9.444297373518816,7.761550588304109
-852.7702,-304.8281,-836.2307,TAC-1,8.556475638833444,-16.668129904010208,-5.086677517237805
2175.7456,1301.8752,289.04907,TAC-2,7.643665750319801,-2.0105354677086247,-1.492412775847504
277.49606,267.07996,23.537287,TAC-2,-5.879041176446386,9.1273547876157,-5.866100975191506
-904.80475,1631.0524,-785.02765,TAC-1,-2.8156736024045634,-5.783311794854411,-1.0843339349989527
-362.58014,-1350.497,-114.97101,IRS - Huxley's layer,2.1433398865381053,-0.8439625642576543,-6.145516824692918
-1099.8702,545.6282,-915.87714,TAC-1,-3.351738416854829,17.40392422086418,-1.9194802488783973
231.22536,-1416.2562,671.14996,HS - Cortex,-2.77102152654308,-4.450313203590488,-3.0390828281974693
-129.05298,-1436.8374,-202.74812,IRS - Huxley's layer,14.022170698220757,-25.584780432924173,-10.605927428733338
-1053.7809,-1038.4219,-610.69006,TAC-1,8.087724729234695,-2.4193329078416705,6.767515411496938
287.51703,53.698765,124.586525,TAC-2,10.297533773755104,17.836615505101772,-0.4727904713865066
-978.4843,-701.3023,-879.5571,TAC-1,-1.2642208840680869,-8.556247416565583,-2.7754216090547943
-485.85175,-515.465,-772.6803,TAC-1,-0.5756566941922702,0.4225714764719477,4.653375924471669
1171.4718,-712.1065,-37.3175,HS - Medulla,13.224250464202346,-23.45594470642272,-7.506226452934442
-1194.3284,-293.55807,-1347.6613,TAC-1,1.259777822972903,-6.397838151474604,-0.3847876398971294
54.685688,-2050.3965,-600.1576,IRS - Huxley's layer,2.277528535600206,-9.462326514368344,-0.1121831312571052
-883.90186,-75.55369,-1218.4681,TAC-1,4.936434833111598,-7.484705297621023,-1.7084318827289195
-510.56186,3669.0374,-1180.8716,IRS - Henle's layer,-9.34506795889895,-13.301437157806072,2.706789874835433
53.63603,-595.977,83.213715,HS - Medulla,12.258066459351856,1.2415459670857374,1.522543218524682
-386.73346,-1423.1179,-427.8687,TAC-1,8.581112268709822,-7.0675844373383,-3.1607375761851526
1073.7031,932.7526,439.58344,TAC-2,1.376729338761843,-6.270406024508949,-2.0720331400552934
53.213295,-1026.6707,1880.7869,HS - Cortex,9.73168010813712,4.348476412737815,-1.834723701069071
-13.95585,881.56866,-232.37093,TAC-1,3.1353003746787564,5.399776452246578,-0.5155301556512867
-95.416985,-1477.58,-347.83197,IRS - Huxley's layer,6.163269664124207,-19.85671459640783,-0.4812492182076235
-1825.0831,-718.5013,-1287.2192,TAC-1,2.097201566697582,-7.110177663301717,-0.477373186935581
-491.96075,-525.9117,-276.51538,TAC-1,3.801116737232601,3.5072109968963785,2.6880575250276943
-923.8171,2006.0676,-752.46075,IRS - Henle's layer,-6.792446977041298,4.667128189841214,-1.638809782695583
324.14807,286.23444,151.49387,TAC-2,5.706333479606911,1.6293082529686846,2.684935742231937
399.17926,-818.73346,-40.853233,HS - Medulla,15.46837062727861,-6.937018865528258,-0.892049505971263
-416.06644,-93.01335,81.58544,TAC-1,8.87202238464456,-6.111839586375555,-5.345099453933296
176.1071,-518.8418,166.88972,TAC-1,23.95536194276128,8.762458686581581,3.715203050275604
991.71735,830.1891,486.3725,TAC-2,-4.941000611384085,-3.9030778944881512,-3.48887791140157
-889.80334,-935.62994,-779.3191,TAC-1,-1.224326250285219,3.0557358223359614,5.564137095876154
-721.4825,-281.7563,-735.1693,TAC-1,10.996877920326178,4.918434774259016,5.19717971179879
-597.4148,-871.886,-472.7864,IRS - Huxley's layer,7.197806922806401,-5.659588515367126,2.3292601705122062
-776.3616,1542.6918,-802.1743,TAC-1,-4.250134235487483,0.2839999605862126,5.027865577049577
272.16455,-913.4955,-275.97034,HS - Medulla,2.745527773947733,-13.955394203327158,-2.485039584513302
-134.8576,-1206.3552,-185.15555,TAC-1,-3.6604884238007016,-12.282196829638345,-2.2451379199578496
-440.9089,-541.399,23.98744,TAC-1,3.935560935701525,-20.34769271014609,12.365825330202153
-445.41443,114.9845,-618.3694,TAC-1,8.605426086657271,-3.567574809831468,3.549093287257682
-870.35803,-875.0099,-799.3788,TAC-1,-4.524845353649215,22.00936381078585,-7.628569082516739
-64.04189,-1506.8495,246.85455,IRS - Huxley's layer,9.748289079781824,-2.527831335050174,7.393149693289487
-213.07315,-1204.6233,782.3712,HS - Cortex,5.815759667068406,-17.044611196323846,4.798145191785759
-264.7651,-851.4458,-473.82355,TAC-1,1.1801466418821445,3.152399629783848,-1.4200444473408684
-239.55528,-1621.7625,-125.79489,IRS - Huxley's layer,17.42268636778754,0.2853626252372558,4.047984678688823
-463.09082,-246.35696,-317.26944,TAC-1,-0.5079937729725525,-0.5539851304905803,-5.471336367816029
-535.0079,-1337.1064,-338.71918,IRS - Huxley's layer,4.133777491572121,-10.98635729835106,-1.0982180667615795
1152.9008,883.5252,336.67273,TAC-2,27.286702384810525,7.39897035660833,-1.0310681791139065
-815.228,1673.1426,-868.6335,TAC-1,3.068767603366675,0.1068320674828269,-2.8988883807890216
8.177169,-1730.5146,-47.32627,IRS - Huxley's layer,0.1571343320738008,-16.27639445215493,-7.7874247081730195
419.80618,437.10385,365.88187,TAC-2,19.70434052716316,10.220585119387929,-1.2299673105381352
1208.9377,835.10034,578.02545,TAC-2,24.46087205550221,5.892393486479042,-0.7478378610014798
-220.47119,-1542.8245,1686.177,HS - Cortex,2.674253349453257,-3.1569119852263947,16.009430772269575
-1008.8468,2481.437,-710.17377,IRS - Henle's layer,-0.6018967999527048,14.509295147834033,-0.4178058068507064
-548.6953,96.8231,-28.890041,TAC-1,-0.2285128250976827,0.3171683031769175,1.3286982705628072
312.0005,449.4105,22.08481,TAC-2,-0.535157722461817,1.8563002017335208,-2.033045869541156
-609.3935,1180.9069,-396.02536,TAC-1,-0.5053233583572102,-10.895811532110548,-2.391674445780227
1304.7866,1082.5659,414.00073,TAC-2,5.597039436250262,3.563688238602269,0.8619056893625237
-1064.1919,-1027.7926,-677.14557,TAC-1,12.380964349796333,-15.924474882899048,0.3140210084683212
1102.1711,990.06055,497.22156,TAC-2,-1.4185545291338055,-2.5860405469555574,-1.184673130578648
277.45267,-936.19086,-313.71933,HS - Medulla,11.301133949263669,-3.6134432950925217,-6.683974171812827
-1571.0603,-651.9902,-1159.4921,TAC-1,5.532371027872104,-3.725745190571097,-1.8013967109878204
221.91777,-159.53442,341.60208,TAC-2,1.312500957776618,-5.378546745350557,0.1753278493048775
679.3851,19.722164,222.7709,TAC-2,3.4034853140826504,-1.711751210679192,-2.357060128308156
104.59364,-938.7941,-296.41742,IRS - Huxley's layer,4.378056093036023,-16.078165230156593,-3.2412024553121666
-342.95758,-49.535275,-607.3126,TAC-1,3.1028926580511693,9.137035440021029,-2.1278348643198552
813.28986,593.9225,284.54852,TAC-2,2.006935984051103,0.226495138756357,-0.4750737652073394
-690.06805,1492.6945,-806.87256,TAC-1,2.314892790945385,36.47439307503068,-4.598765858195117
-677.8258,529.4276,-751.6656,TAC-1,3.536682543690615,14.226623611227414,2.000467972045052
-697.90454,-1406.8435,-578.6093,TAC-1,6.878223797460562,-9.468174013893051,1.7327841160013713
1186.1848,804.23224,607.0741,TAC-2,-7.862199414727763,-4.794011829992384,-2.88715939460878
-717.99945,-471.4859,-705.0872,TAC-1,-5.750632492234514,0.7815911945022318,-3.410267564326636
-710.8258,2343.333,-985.29333,IRS - Henle's layer,-4.366501326827473,21.24164340312741,0.2216876599196317
217.49342,-603.59247,-337.60538,HS - Medulla,12.766371554442806,-13.46451876491984,-0.1699694517514643
569.5149,-749.1013,-85.05661,HS - Medulla,1.5803251558890958,-2.093835341510793,1.9282555849812164
1153.682,-839.2435,-122.1327,HS - Medulla,-0.4777527658218601,3.581534211110512,-0.3778093309666505
-966.4431,-361.79257,-645.7729,TAC-2,1.736528162178142,-8.057575699969398,1.85944057505053
1352.2899,1009.9165,544.27893,TAC-2,4.221434954937451,-2.626492479037357,-2.777884509811914
-1164.5839,-674.55707,-816.4463,TAC-1,7.393072124883476,-15.989590574098628,6.039384229177289
-324.07837,-378.94156,-128.25087,TAC-1,-2.802892472980416,-10.28909570044707,-15.246764747572303
70.16626,-1030.1937,2602.2236,HS - Cortex,0.9645269079418064,3.4723228154233867,-10.67686288844592
-686.8593,2461.3757,-1030.948,TAC-1,-1.4573175069525148,34.61670694846752,-1.1542252057690137
1102.1635,823.23596,552.40625,TAC-2,34.48256410300476,8.91419961968994,-0.5682275854504729
-619.06775,-55.628994,50.94948,TAC-1,5.244112227879822,-5.504687589522825,2.699676404628358
272.25378,481.88297,181.70622,TAC-2,24.15741350421781,-1.112448408272795,2.672865136600417
-790.2238,-619.89355,-418.436,TAC-1,5.647121732683718,-14.92128443846696,-12.45212499124868
38.058506,-1133.4589,-256.58435,IRS - Huxley's layer,-1.3934274221848533,-8.575130295712052,-6.590378556579977
-737.97314,-739.96136,-569.5303,TAC-1,4.799526415233006,-2.4652052737473764,1.1641952201306915
60.018864,-532.67584,-231.20328,TAC-1,4.552235921326091,-8.513171510263469,-1.428249825155453
969.62573,771.1067,322.29755,TAC-2,5.228609238762601,3.2185586883443174,-4.045375456326145
-617.26935,3292.2944,-1051.295,IRS - Henle's layer,1.5802959161521115,7.68013789923329,-5.543689661021879
-857.97217,1284.0361,-395.5978,IRS - Henle's layer,1.1018487359661984,-2.370977621694393,1.837136638103124
-428.85638,38.52798,-272.5176,TAC-1,6.719103568980112,-18.523669090811623,37.57881983449744
-319.93665,116.474625,-542.4694,TAC-1,8.796370671686407,-8.384309241783114,-0.0734397765518372
978.88306,727.16815,445.24127,TAC-2,0.3947046300649383,-2.44879700298182,-5.280575359374805
1116.2538,2061.0815,177.963,TAC-2,1.4892356579633266,-21.60156569013261,2.670120157368806
-268.6742,-691.7977,-102.60082,TAC-1,14.28545321723946,0.94845041495168,0.5439711090778111
1576.1345,1387.5837,491.33496,TAC-2,4.550925664962371,-5.483695407091193,0.5902771265697692
-933.08026,-178.654,-1209.1932,TAC-1,1.453279908944232,-12.784775008689772,-1.8524568237650376
-632.55255,2771.372,-1077.3069,IRS - Henle's layer,1.1474456575503538,-2.2701533914383885,-1.755261920106586
455.75266,52.2855,146.53154,TAC-2,-1.196230921199584,-7.292743327608321,-1.329091699573792
377.583,-1498.2496,-38.1325,IRS - Huxley's layer,16.67949027977095,-4.085338615980715,1.1589255029364205
-1656.4236,-555.1138,-1119.7079,TAC-1,1.7319357963152495,-5.263558110189824,2.1980085517640986
-1382.9943,-498.5279,-1135.391,TAC-1,-0.8149485344128453,-2.4758832045359584,-1.972176748929601
604.70386,-856.6999,-135.93724,IRS - Huxley's layer,33.23931813993309,10.335755075895683,-2.924345056451302
236.51103,119.96038,59.40239,TAC-2,9.76395542076203,0.2039876823796473,0.7161396635371562
548.038,2313.0718,-301.0403,TAC-2,-7.194360095351874,5.217679255896763,-6.299379135116922
942.0191,926.9113,416.94086,TAC-2,16.13410633023422,4.872702440131778,-0.9654067732706026
-1384.3367,-450.35278,-1162.9142,TAC-1,-1.002204885114267,-8.997366150359865,-6.800142468151248
-925.6737,483.6446,-945.1134,TAC-1,0.7572550251393463,16.462459662336887,-4.05475647490565
-1618.299,-866.151,-986.4147,TAC-1,5.237701311427795,-14.142791293875508,1.30713718110692
1584.9279,1122.5542,612.9365,TAC-2,17.6492646830926,-3.7384695151050265,-3.568705182207187
-657.0147,2399.6104,-987.0784,IRS - Henle's layer,-4.919211077465621,38.22269294353412,1.7009107957467586
-550.09576,-153.51546,-463.66833,TAC-2,-0.7383130198329523,-12.0466710684083,1.5747137105074172
-126.62921,-1322.2386,-349.96036,IRS - Huxley's layer,3.568790690163804,-6.588710193880956,-9.999018661740688
318.18695,131.16306,-40.611412,TAC-2,16.223999720478265,6.390689456636549,-0.2698205354121054
-685.1335,1356.2542,-591.16833,IRS - Henle's layer,-3.178955554606396,2.595523242445395,-3.388759445578163
-242.31203,-1648.8967,2039.7919,HS - Cortex,1.6458158491572084,-0.8161117468639795,15.570296896029562
-62.029575,-1030.9456,681.4104,HS - Cortex,4.324394288254483,-4.039183329791909,1.1891717359479963
-1201.594,-695.02594,-640.0212,TAC-1,4.445120279687441,-13.41479629491035,1.4364078819486648
-554.61206,149.27557,-147.0127,TAC-1,-2.372506239913566,-4.806149982439256,-2.5783167352740244
-135.32332,-1595.7158,-149.86594,IRS - Huxley's layer,6.258681520853363,-1.8470572139152164,-0.3729776763422444
-125.325226,-1772.879,-133.09715,IRS - Huxley's layer,7.283991303100225,-6.958446311633508,-3.663294266978176
1204.4633,829.90704,615.7183,TAC-2,3.545891831013936,-7.605069923234412,3.881893832228276
-593.5359,54.329613,-959.4912,TAC-1,9.97083668853507,-6.086387672138256,3.296814413459796
1118.7192,902.0521,509.08148,TAC-2,-1.9524536194552573,-0.8871516449009651,-0.3610132132656022
-164.72469,-1411.866,-311.09253,IRS - Huxley's layer,-0.5390429503548236,-3.3512950628094207,-3.867070668112698
-321.9632,-568.13196,-25.782324,TAC-1,6.128089831600358,-3.99137855438211,-0.2712179425263177
-704.8222,579.98773,-232.89972,IRS - Henle's layer,0.0074557083149764,15.83793576903069,-1.741142553860262
1054.978,889.2666,482.6794,TAC-2,4.812827086087308,-6.724514605243936,-1.4451689350314147
3.926567,-382.30368,266.5459,TAC-2,0.3663032868962336,-0.3613754472653748,0.1020823407943015
920.15643,-792.0362,-167.1845,HS - Medulla,-2.582031655873493,-7.403876959602906,-5.882012716653544
-837.218,1638.9857,-533.0289,IRS - Henle's layer,-1.0099873333603104,28.954878269672577,-3.525377970379909
-941.3813,3459.0896,-763.036,IRS - Henle's layer,1.8709566845269765,10.650902462434177,-5.77161196430549
428.6222,362.75797,-42.974804,TAC-2,12.663832537672029,-0.2030409154344582,-2.29623695383726
-1413.574,-558.3029,-976.50586,TAC-1,-1.0900386096649153,10.82447927543415,1.1723075058158847
-925.2393,-1049.6345,-702.43634,TAC-1,8.805327164961255,-9.298184789270469,7.569485421289065
236.20891,-662.2681,-47.580578,TAC-1,5.433447922208826,-5.99302516270123,3.698194295370611
-628.0404,-968.9033,-167.2107,TAC-1,17.660638048750272,-15.197942966380202,-0.8688905797217722
-255.04568,-1242.1553,-405.45627,IRS - Huxley's layer,-0.988244351967071,-1.9695733637439268,3.266681418171809
-111.9603,208.7902,-482.36472,TAC-2,15.881856627177418,8.601107040825406,1.5977624869019915
3128.9324,259.7538,-231.97168,HS - Medulla,4.174090645822232,1.3979799003527291,-1.5864530350911643
1151.3293,805.7414,500.11145,TAC-2,-1.971283275982831,-4.036351785947637,-2.298825863757828
-823.1957,-95.398735,-1139.4065,TAC-1,0.7659551337015381,-9.266167099748657,-1.368059822541026
1823.2418,-468.51068,-193.76079,HS - Medulla,14.79589007649114,4.13120568371245,-1.0857776456978363
-608.00507,-952.61755,-648.46936,TAC-1,6.30092088646586,-11.72699993681701,-0.7459688054692993
409.47125,-1258.7775,196.72151,IRS - Huxley's layer,26.095304232122324,5.516233007358788,1.2662084573055186
830.59186,102.703926,233.67346,TAC-2,-1.6189590604012958,-6.34027857233597,-1.1074611555657248
-1034.7869,322.0018,-522.5189,TAC-1,1.5877877371732956,-1.2385342120058438,-1.5144539290834442
-174.11664,-1706.5662,-61.469006,IRS - Huxley's layer,-1.2437339641501934,-4.050662242717072,-9.417470446441351
-446.77887,3325.7913,-1133.3306,IRS - Henle's layer,-8.256905930269399,11.79908393508904,-0.2171992004547771
-569.03613,39.32017,-428.89725,TAC-2,3.675994571397189,-11.539362491431143,1.1931296365657078
-938.4423,-596.43085,-545.83356,TAC-1,4.257718111106917,-1.1990188501742969,2.9354564341954763
776.32886,355.82343,428.37778,TAC-2,0.7379956632857742,0.5435324410045751,-0.1280328975307918
442.98953,-1697.3187,-587.71545,IRS - Huxley's layer,4.216578705217494,-7.929813232713831,-3.628889532318736
680.6843,587.4264,379.37952,TAC-2,-1.6864024077061683,-7.996979777111035,0.844166782297852
-1574.0211,-594.2475,-1223.5288,TAC-1,-12.01692240111763,-14.38986572005252,-6.407487727266915
-200.52492,-761.06464,-518.5492,TAC-1,24.97397170339779,9.570119683570018,-5.559076392903813
83.653694,223.41524,-87.33761,TAC-2,-5.419765522248,10.13655603949118,-3.4021159048324523
9.856895,-1377.0526,-323.56046,IRS - Huxley's layer,3.8432195422965054,-13.899831918426454,-6.743905594397577
-1805.2972,-857.10364,-1141.7227,TAC-1,0.2751254929162487,0.3504006810609436,-1.6991685149367484
-1006.85114,-142.51929,-1253.3423,TAC-1,0.0609709328908202,7.4284616314644225,-3.237623319116052
-128.89247,-455.02646,-462.67322,TAC-1,-1.4519660965882606,0.0730874701209288,0.103494196388791
1478.1929,-673.9104,-146.12161,HS - Medulla,-3.959714530550808,-6.552827481163029,-3.615484239118368
2838.9429,1018.3242,-45.431957,HS - Medulla,7.326298968317221,-0.4366014935355604,-0.1524541301250102
-327.36893,-1642.3771,-287.71002,IRS - Huxley's layer,4.979557217594402,7.756883757014692,-0.4121485893797775
48.493355,-735.9113,-327.69098,TAC-1,-7.398384104863836,12.859202700424522,-5.441756128640249
1608.7811,1264.7595,705.63696,TAC-2,-1.3948507905108831,-3.8933534108536025,-2.354776903170241
-1146.2783,-738.8062,-852.84656,TAC-1,5.629673767732335,-9.062089299360304,-0.0276536192541142
-1026.0707,-885.0656,-687.5047,TAC-1,4.5091630476474,-7.323508544985887,1.929475576646416
184.96373,265.72446,-270.68256,TAC-2,4.372452149858189,-16.04613230790606,1.2061722742582968
-773.287,-1135.332,-587.89215,TAC-1,10.150943203838349,-15.853467028582866,0.3897510969772752
880.61127,803.4326,438.72427,TAC-2,15.863767890000576,-1.8616115802475173,-2.063677633301903
-850.3174,1321.5144,-389.67966,IRS - Henle's layer,-1.3638074021814814,-17.09150382873373,2.4943631750146884
218.14833,-729.8836,-1.747992,HS - Cortex,22.1063818921222,-1.869981582075951,-4.988254703366448
-313.79913,3252.9395,-1056.2843,IRS - Henle's layer,-3.947094298315229,4.789558517851711,-0.0391830607679447
-183.43675,-1038.804,1061.156,HS - Cortex,-2.961429661661063,-1.8887125592542384,-7.309874290007336
440.6702,-2171.3176,-722.57745,IRS - Huxley's layer,-4.606188454477101,-0.1844831073490857,0.5327534839489105
-1063.6898,-423.39328,-706.4197,TAC-1,4.489112928542433,-9.125606524796206,1.565756686884507
-1735.0878,-811.66003,-1148.0532,TAC-1,-1.5745414984677837,3.0568300434593096,3.849665746679268
-1684.662,-812.34265,-1044.2563,TAC-1,1.1975908915669016,1.5847424235408076,-2.257746459906461
-187.23155,-947.5388,224.55704,HS - Cortex,0.464926457616498,-5.910661929086935,-11.3547694582399
-234.80658,-1783.6495,-53.033783,IRS - Huxley's layer,8.40611910473153,-26.34616706730054,-15.59049044955608
1183.9574,843.73865,393.9782,TAC-2,-5.434809081300608,-4.9332519676469175,-1.7906406236115866
-512.86194,370.55225,-300.88654,TAC-1,12.022623775957255,4.571746804242486,1.9835366264277488
-1655.0676,-794.733,-1084.7549,TAC-1,1.9361788509772604,-7.999455982892036,0.4753795825819567
-264.0135,-1376.2056,429.93246,IRS - Huxley's layer,5.763700503912929,-18.816441193848583,-7.739620214385217
-1014.73413,-302.66763,-1200.9381,TAC-1,-5.4077436157985375,-0.3582488704942994,5.205382394813845
-176.38698,-514.64764,1972.4214,HS - Cortex,4.659411539417608,-1.3942209902627107,-2.996560177866848
-487.3269,-38.846313,-117.40271,TAC-1,3.5515774050710163,-8.663129840264219,3.456374579114366
1556.2937,1366.1052,433.2699,TAC-2,17.929724491386292,-1.164205672953899,-1.3750428723921406
-134.44539,-1897.4155,-582.08093,IRS - Huxley's layer,1.4336910630818165,2.2911570490323645,-5.382201577757726
-135.40498,-1550.267,442.2894,IRS - Huxley's layer,5.29567818428758,-12.693961951226887,-2.891896955569785
-194.19194,-1255.0015,-450.12448,IRS - Huxley's layer,7.654900305329305,-18.17940058288353,-1.527252597836286
-1202.3429,-458.3781,-1194.2228,TAC-1,3.269025543870102,-11.800755903166124,0.3864560090253572
-1334.1936,-340.36282,-1289.5188,TAC-1,3.3676378036338224,-2.2890000758566127,-1.8237546691110704
-1244.9526,-698.9437,-677.2944,TAC-1,2.268115674685978,-1.91504108198022,-2.167987585087839
421.3404,-501.55698,1883.2465,HS - Cortex,-2.374594299078921,-3.48927831046775,-4.860922101553872
-1761.6327,-710.28125,-1222.1123,TAC-1,2.701322714076552,-7.8755985871086684,-7.0941729319191165
-64.811264,-762.5839,487.79132,HS - Cortex,5.315463122192374,-2.6138865469177,-5.219286349178335
-1595.0453,-571.95215,-1307.6757,TAC-1,2.7894284820213344,-7.429510010778011,-0.5238278264685032
-741.985,-1216.3895,-647.9361,TAC-1,7.001059061095898,0.4243471522526335,-0.3748297705448852
-62.167675,-946.1722,869.4525,HS - Cortex,9.865231799980243,-16.171763760505677,-3.691907303202918
1487.0901,1001.72266,570.86993,TAC-2,1.688338797768403,-4.047771323582425,-0.9264699205239328
555.78406,-395.08353,32.825214,IRS - Huxley's layer,0.3033751804480525,-5.996454024496986,-0.3522708946701214
1326.902,961.2151,622.64624,TAC-2,0.7215919027575008,1.0915031149023335,-0.8383369336702962
-857.62933,132.67827,-874.5324,TAC-1,3.471053109260537,-5.65705932048367,-3.658358718616279
-845.9818,1602.0304,-622.40356,IRS - Henle's layer,1.705012961560858,4.878073115965036,0.8873234992179223
-1219.0657,-827.97174,-953.1318,TAC-1,0.7853817814635717,1.4184866011799115,0.487288073679817
-668.92737,-254.83553,-529.4061,TAC-1,3.106395304494575,-14.074882393836264,1.7435394639530035
-309.44144,-1641.2644,-503.158,IRS - Huxley's layer,0.28284306751439,-5.328643224385033,2.3722176560674333
-407.51184,-153.31421,-456.63226,TAC-1,-10.460792346770058,28.466565116313173,1.181724094835506
-1593.4164,-834.05304,-961.2242,TAC-1,1.3337772280655502,-0.1850113874847437,-2.4862972229218383
